,UNIVERSIDAD,CARRERA,TITULO,RESUMEN,AUTOR(ES),AÑO,PDF
396,autonoma,psicología,Agresión e inteligencia emocional en escolares adolescentes de un centro educativo público de la ciudad de Cusco,"184 escolares adolescentes del Centro Educativo Público “Bolivariano” ubicado en el distrito de San Sebastián en la ciudad de Cusco, departamento de Cusco, fueron estudiados a través de un muestro no probabilístico de tipo ...","Guillen Acharte, Johans Jaime",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1451/Guillen%20Acharte%2c%20Johans%20Jaime.pdf
397,autonoma,psicología,Efectos de un programa de destrezas sociales sobre el nivel de habilidades sociales en adictos a sustancias psicoactivas en una comunidad de Lima Sur,"La presente investigación es un programa para poder restablecer y desarrollar habilidades psicosociales en pacientes con problemas de sustancias psicoactivas en recuperación, es así que está diseñado por un método recreativo ...","Rodriguez Portuguez, Jaime Manuel",2020,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1033/Rodriguez%20Portuguez%2c%20Jaime%20Manuel.pdf
398,autonoma,psicología,Acoso escolar y asertividad en adolescentes escolares de una institución educativa privada del distrito de Villa María del Triunfo,315 adolescentes escolares de segundo a quinto grado de educación secundaria de una institución educativa privada de Villa María del Triunfo fueron estudiados en una muestra censal con el objetivo de establecer la relación ...,"Cáceres Pastor, Irma Yolanda",2020,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1007/Caceres%20Pastor%2c%20Irma%20Yolanda.pdf
399,autonoma,psicología,Habilidades sociales en estudiantes de secundaria con y sin riesgo de adicción al internet en una institución educativa privada de Pachacámac,Se comparó el nivel de habilidades sociales y sus dimensiones en los estudiantes con riesgo y sin riesgo a la adicción al internet en 341 estudiantes de secundaria de una institución educativa privada de Pachacamac. El ...,"Delgado Amaro, Luis Miguel",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1118/Delgado%20Amaro%2c%20Luis%20Miguel.pdf
400,autonoma,psicología,Estilos de afrontamiento en estudiantes de secundaria con alta y baja actitud hacia la autoridad institucional de una institución educativa de San Juan de Miraflores,Se compararon los estilos de afrontamiento en estudiantes con alta y baja actitud hacía la autoridad institucional en 265 estudiantes de ambos sexos que cursan el nivel secundario en una institución educativa de San Juan ...,"Vizcarra Sajami, Ana",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1202/Vizcarra%20Sajami%2c%20Ana.pdf
401,autonoma,psicología,Estrés postraumático e identidad nacional en víctimas de violencia política adscritas al programa de reparaciones del distrito de Pachacamac,La investigación tuvo como objetivo determinar la relación entre el estrés postraumático e identidad nacional en víctimas de violencia política adscritas al programa de reparaciones del distrito de Pachacamac. La muestra ...,"Hurtado Flores, Florencia Andrea",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1388/Hurtado%20Flores%2c%20Florencia%20Andrea.pdf
402,autonoma,psicología,Bienestar psicológico y autoeficacia en estudiantes de primer ciclo de una universidad privada de Lima,"El estudio buscó determinar la relación entre el bienestar psicológico y autoeficacia en estudiantes universitarios. Además, de comparar las variables por sexo y edad. Fueron 129 estudiantes de primer ciclo de una universidad ...","Lloclla Huarcaya, Julio César",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1263/Lloclla%20Huarcaya%2c%20Julio%20Cesar.pdf
403,autonoma,psicología,Efectos de un programa de habilidades sociales sobre el consumo de drogas en estudiantes de 4to y 5to de secundaria de una institución educativa privada de Lima Sur,Se determinó el efecto de un efecto de un programa de habilidades de rechazo al consumo de drogas en estudiantes de 4to y 5to de secundaria de una institución educativa privada de Lima Sur. El tipo de investigación fue ...,"Navarro Escobar, Karina Dulce María",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1372/Navarro%20Escobar%2c%20Karina%20Dulce%20Maria.pdf
404,autonoma,psicología,Clima laboral y motivación laboral en docentes de nivel secundaria de una institución educativa privada del distrito de Los Olivos,La presente investigación tuvo como objetivo principal encontrar la relación entre clima laboral y motivación laboral en docentes de nivel secundaria de una Institución Educativa privada del distrito de Los Olivos. Por ...,"Lizarbe Lobaton, Jersonn Jesús",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1391/Lizarbe%20Lobaton%2c%20Jersonn%20Jesus.pdf
405,autonoma,psicología,Estilos de crianza y rendimiento académico en estudiantes de secundaria de una institución educativa pública del distrito de San Juan de Miraflores,"El estudio tiene como meta, establecer la relación que existe entre los estilos de crianza y el rendimiento académico. La metodología empleada para alcanzar los objetivos contempla un estudio de tipo básico con un diseño ...","Valverde Felipe, Jonathan Levi",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1350/Valverde%20Felipe%2c%20Jonathan%20Levi.pdf
406,autonoma,psicología,Dependencia emocional y autoeficacia en estudiantes de una institución educativa de Lima Sur,La presente investigación tuvo como objetivo general determinar la relación entre la dependencia emocional y la autoeficacia en estudiantes de una institución educativa de Lima Sur. La muestra estuvo conformada por 396 ...,"Tay Seng Valverde, Katty Cecilia",2020,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/892/Tay%20Seng%20Valverde%2c%20Katty%20Cecilia.pdf
407,autonoma,psicología,Funcionamiento familiar y acoso escolar en adolescentes de una institución educativa de Villa El Salvador,Se determinó la relación entre el funcionamiento familiar y el acoso escolar en adolescentes de una institución educativa de Villa El Salvador. El diseño fue no experimental de corte transversal. Se consideró una muestra ...,"Puza Tito, Prisciliano",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1299/Puza%20Tito%2c%20Prisciliano.pdf
408,autonoma,psicología,Ansiedad y depresión en pacientes con malnutrición por exceso en un Hospital Nacional de la Región Callao en el 2020,En 140 pacientes con malnutrición por exceso atendidos en un hospital nacional de la región Callao se desarrolló un estudio descriptivo correlacional cuyo objetivo fue analizar la relación entre ansiedad y depresión en ...,"Ruiz Peña, Evelin Marinne",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1089/Ruiz%20Pena%2c%20Evelin%20Marinne.pdf
409,autonoma,psicología,"Consumo de alcohol y satisfacción con la vida en estudiantes de una universidad privada de Lima Sur, 2019",El objetivo del presente estudio fue determinar la relación que existe entre consumo de alcohol y satisfacción con la vida en estudiantes de una universidad privada. Presentó un tipo de diseño no experimental de forma ...,"Espinoza Enriquez, Ayme Yajayra",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1259/Espinoza%20Enriquez%20Ayme%20Yajayra..pdf
410,autonoma,psicología,Dependencia a los videojuegos y las habilidades sociales en estudiantes de una institución educativa estatal de Lima Sur,Se estableció la relación entre la dependencia a los videojuegos y las habilidades sociales en los adolescentes de una institución educativa estatal de Lima sur. Su metodología fue de alcance cuantitativo con un diseño no ...,"Quispe Huaman, Katherin",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1067/Quispe%20Huaman%2c%20Katherin.pdf
411,autonoma,psicología,Adicción al internet y agresión en estudiantes de secundaria de dos instituciones educativas de Villa El Salvador,El objetivo de esta investigación fue determinar la relación entre adicción al internet y agresión en estudiantes de secundaria de dos instituciones educativas de Villa El Salvador. La muestra estuvo constituida por 203 ...,"Torres Basilio, Carolay Lucero",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1447/Torres%20Basilio%2c%20Carolay%20Lucero.pdf
412,autonoma,psicología,Resiliencia y gratitud en estudiantes de la carrera de Psicología de una universidad privada de Villa El Salvador,"Se determinó la relación entre resiliencia y gratitud en estudiantes de la carrera de psicología de la Universidad Autónoma del Perú, perteneciente al distrito de Villa El Salvador, empleando una metodología de tipo ...","Gutiérrez Donaires, Miguel Ángel",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1335/Gutierrez%20Donaire%2c%20Miguel%20Angel.pdf
413,autonoma,psicología,"Calidad de vida y depresión en adultos mayores del centro poblado de Huaynacancha, Junín",El presente estudio tuvo como objetivo determinar la relación entre la calidad de vida y la depresión en adultos mayores de un centro poblado de Junín. La investigación fue una investigación no experimental y de tipo ...,"Chuco Macalapu, Erika Martha",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1316/Chuco%20Macalapu%2c%20Erika%20Martha.pdf
414,autonoma,psicología,Adicción al internet y agresividad en estudiantes de secundaria de dos Instituciones Educativas Públicas de Chorrillos,"En el presente estudio se determinó la relación entre Adicción al Internet y Agresividad en estudiantes de secundaria de dos instituciones educativas públicas de Chorrillos, La investigación es de tipo descriptivo ...","Curi Palma, David",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1200/Curi%20Palma%2c%20David.pdf
415,autonoma,psicología,Síndrome de Burnout y la satisfacción laboral en trabajadores de una empresa textil privada de Lima,La presente investigación tuvo como objetivo determinar la relación entre el Síndrome de Burnout y la satisfacción laboral en trabajadores de una empresa textil privada de Lima. El tipo de investigación es no experimental ...,"Bonilla Bazan, Juan Carlos",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1108/Bonilla%20Bazan%2c%20Juan%20Carlos.pdf
416,autonoma,psicología,Cohesión – adaptabilidad familiar y autoestima en estudiantes de secundaria de una institución educativa de Chorrillos,"La presente investigación contó con el objetivo de determinar la relación entre cohesión – adaptabilidad familiar y autoestima en escolares. El diseño fue no experimental, de tipo correlacional y de corte transversal. La ...","Minaya Ticona, Maribel Yohana",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1336/Minaya%20Ticona%20%2cMaribel%20Yohana.pdf
417,autonoma,psicología,Adicción a las redes sociales y autoestima en estudiantes de una institución educativa de Magdalena del Mar,El presente estudio tuvo como objetivo demostrar la relación entre la adicción a las redes sociales y la autoestima en adolescentes de una institución educativa de Magdalena del Mar. Se llevó a cabo una investigación no ...,"Valdez Panduro, Martha Nancy",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1287/Valdez%20Panduro%2c%20Martha%20Nancy.pdf
418,autonoma,psicología,"Agresividad y dependencia a los videojuegos en estudiantes de secundaria de dos instituciones educativas públicas de Chorrillos, 2019","El objetivo del presente estudio fue determinar la relación entre la agresividad y la dependencia a los videojuegos en estudiantes de secundaria de dos instituciones educativas de Chorrillos, para ello se evaluó a 617 ...","Villena Dominguez, Carolay Grecia",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1265/Villena%20Dominguez%2c%20Carolay%20Grecia.pdf
419,autonoma,psicología,Funcionamiento familiar y detección de sexismo en adolescentes de una institución educativa privada de Lima Metropolitana,"Se analizó la relación entre funcionamiento familiar y detección de sexismo en estudiantes de una institución educativa pública de Lima Metropolitana. El muestreo fue de tipo no probabilístico intencional, siendo la población ...","Ramos Gonzales, Ana Lucia",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1218/Ramos%20Gonzales%2c%20Ana%20Lucia.pdf
420,autonoma,psicología,Agresividad y clima social escolar en estudiantes de tercero a quinto de secundaria de Villa El Salvador,"El presente estudio, tuvo como objetivo determinar la relación entre la Agresividad y el Clima Social Escolar en estudiantes de tercero a quinto de secundaria de Villa el Salvador, se evaluó a 975 sujetos, pertenecientes ...","Ramos Meza, David Enrique",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1290/Ramos%20Meza%2c%20David%20Enrique.pdf
421,autonoma,psicología,Estilos de afrontamiento al estrés en padres de hijos diagnosticados con Trastorno del Espectro Autista y Síndrome de Down de Lima Metropolitana,La indagación tuvo como objetivo principal comparar los estilos de afrontamiento al estrés que emplean los padres que tienen hijos con Trastornos del Espectro Autista y Síndrome de Down en un centro de Lima Metropolitana. ...,"Cisneros Diaz, Zelma Lizsandra",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1219/Cisneros%20Diaz%2c%20Zelma%20Lizsandra.pdf
422,autonoma,psicología,Agresividad y resiliencia en adolescentes en conflicto con la ley penal del Centro Juvenil de Medio Cerrado Lima 01,En la presente investigación tuvo como finalidad primordial determinar la relación entre agresividad y resiliencia en adolescentes en conflicto con la ley penal del Centro Juvenil de Medio Cerrado Lima 01. Es de diseño no ...,"Flores Alvines, Ricardo Daniel",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1427/Flores%20Alvines%2c%20Ricardo%20Daniel.pdf
423,autonoma,psicología,Dimensiones de la personalidad y hábitos de estudio en estudiantes de secundaria de una asociación educativa cristiana de Lima Metropolitana,La investigación presente tuvo como objetivo determinar la relación que existe entre las dimensiones de personalidad y los hábitos de estudio en estudiantes de secundaria de una asociación educativa cristiana de Lima ...,"Montesinos Meza, Karin Rosmery",2021,https://repositorio.autonoma.edu.pe/bitstream/handle/20.500.13067/1286/Montesinos%20Meza%2c%20Karin%20Rosmery.pdf
