,UNIVERSIDAD,CARRERA,TITULO,RESUMEN,AUTOR(ES),AÑO,PDF
173,uss,psicología,Estilos de crianza y calidad de vida en madres de niños diagnosticados con síndrome de Down - 2018,"La crianza de niños con habilidades diferentes requiere de la promoción y desarrollo de habilidades parentales, que posibiliten su desarrollo; al mismo tiempo que, garanticen la calidad de vida de quienes tienen dicha ...","Calderón Cuzque, Melissa Anais",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/9478/Calder%c3%b3n%20Cuzque%20Melissa%20Anais.pdf
174,uss,psicología,Competencia digital y desempeño laboral de los docentes de una institución educativa de Lambayeque. 2020-2021,"La presente investigación que se titula “Competencia digital y Desempeño laboral de los docentes de una institución educativa de Lambayeque. 2020-2021”, tuvo como objetivo principal determinar si existe relación entre ...","Pomares Marín, Karla Madeleine",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/9515/Pomares%20Mar%c3%adn%2c%20Karla%20Madeleine.pdf
175,uss,psicología,Violencia familiar e ideación suicida en adolescentes de 4to y 5to grado de una institución educativa nacional de Chiclayo. 2020-2021.,El estudio tuvo como objetivo determinar la relación entre violencia familiar e ideación suicida en adolescentes de 4to y 5to grado de una institución educativa nacional de Chiclayo. 2020-2021; la metodología es de tipo ...,"Carrasco Garcés, Mary Carmen Rosalina; Ordinola Bustamante, Angie Marylín",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/9532/Carrasco%20Garc%c3%a9s%20Mary%20%26%20Ordinola%20Bustamante%20Angie.pdf
176,uss,psicología,"Distorsiones cognitivas y dependencia afectiva en víctimas de violencia de pareja de Chiclayo, 2020-2021","Nuestra tesis tiene como título “DISTORSIONES COGNITIVAS Y DEPENDENCIA AFECTIVA EN VÍCTIMAS DE VIOLENCIA DE PAREJA DE CHICLAYO, 2020- 2021.” el cual tiene como objetivo determinar la relación entre distorsiones cognitivas ...","Bautista Fuentes, Enrique Ismael; Rengifo Seclén, Peggy Esther",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/9531/Bautista%20Fuentes%20Enrique%20%26%20Rengifo%20Secl%c3%a9n%20Peggy.pdf
177,uss,psicología,Estrés académico y hábitos alimenticios en estudiantes de una universidad privada de Chiclayo. 2020 – 2021,La presente investigación titulada: “Estrés académico y hábitos alimenticios en estudiantes de una Universidad Privada de Chiclayo. 2020 – 2021” tuvo como objetivo general: explorar la relación entre el Estrés académico ...,"Arruè Vinces, Liz Katherine",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/9533/Arru%c3%a8%20Vinces%20Liz%20Katherine.pdf
178,uss,psicología,Influencia de las redes sociales en la relación de pareja en jóvenes del distrito de Chilayo.2020-2021,"La presente investigación tuvo como objetivo determinar la influencia que ejercen las redes sociales en la relación de pareja en jóvenes del distrito de Chiclayo. Se desarrolló bajo el enfoque cualitativo, tuvo un diseño ...","Cobeñas Antón, Vanessa Marianela; Sanchez Orellano, Winny",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/9536/Cobe%c3%b1as%20Ant%c3%b3n%20Vanessa%20%26%20Sanchez%20Orellano%20Winny.pdf
179,uss,psicología,Mindfulness y ansiedad en estudiantes universitarios de Perú. 2010-2021,"La presente investigación tipo documental con metodología revisión sistemática y diseño bibliográfico, tuvo como objetivo principal: analizar investigaciones sobre mindfulness y ansiedad en estudiantes universitarios de ...","Quijano Tello, Dalia María",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/9548/Quijano%20Tello%20Dalia%20Mar%c3%ada.pdf
180,uss,psicología,"Actitud hacia la educación virtual y estrés académico en estudiantes de una universidad de Chiclayo, en tiempos covid-19. 2020-2021","El presente estudio tiene como objetivo determinar la relación entre actitud hacia la educación virtual y estrés académico en estudiantes de una universidad de Chiclayo, en tiempos Covid-19. El estudio se llevó a cabo ...","Gonzales Gutierrez, Shirley Giorgiana; Núñez Quintana, Juan Carlos",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/9549/Gonzales%20Gutierrez%20Shirley%20%26%20N%c3%ba%c3%b1ez%20Quintana%20Juan.pdf
181,uss,psicología,Felicidad y comunicación intrafamiliar en estudiantes de una institución educativa estatal de Chiclayo,Esta investigación tuvo como objetivo establecer la relación entre felicidad y comunicación intrafamiliar en adolescentes. El estudio de tipo básico con enfoque cuantitativo y diseño correlacional contó con una muestra ...,"Merlo Vidarte, Elsa",2021,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/9558/Merlo%20Vidarte%20Elsa.pdf
182,uss,contabilidad,"Auditoria tributaria preventiva de IGV - renta para evitar contingencias tributarias en la empresa de transportes Lumar EIRL, Chiclayo, 2018","El presente trabajo de investigación tuvo como objetivo principal determinar si la Auditoria Tributaria Preventiva de IGV-Renta evitaría contingencias tributarias en la empresa de Transportes Lumar EIRL, Chiclayo, 2018. El ...","Quesquén Liza, José Mauro",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6642/Quesqu%c3%a9n%20Liza%2c%20Jos%c3%a9%20Mauro.pdf
183,uss,contabilidad,"Diseño del sistema de control interno para mejorar la rentabilidad del hostal Italia II, Chiclayo 2015","La actividad hotelera es con frecuencia muy compleja ya que supone una serie de operaciones diferentes, exigiendo a sus propietarios, la adquisición de diversos suministros de hotelería que se vienen tecnificando día a ...","Sánchez Cabrera, Emerson Michell",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6620/S%c3%a1nchez%20Cabrera%20Emerson%20Michell.pdf
184,uss,contabilidad,Sistema de costos por órdenes de producción para mejorar la rentabilidad de la empresa Fabricaciones y Servicios Guzmán SAC – Chiclayo,"Esta investigación titulada “Sistemas de costos por órdenes de producción para mejorar la rentabilidad de la empresa fabricaciones y servicios Guzmán SAC – Chiclayo”, el cual se planteó como ¿Cómo proponer un sistema de ...","Vásquez Roa, Luz Elena",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6744/V%c3%a1squez%20Roa%20Luz%20Elena.pdf
185,uss,contabilidad,"El financiamiento y su influencia en el desarrollo económico mypes de abarrotes en el “Mercado Az” distrito - la Victoria- Chiclayo, 2018",La presente investigación presentó como objetivo general: Determinar la relación existente entre el financiamiento y el desarrollo económico de las Micro y pequeñas empresas de abarrotes en el Mercado AZ del distrito de ...,"Huima Sánchez, Gladys Edith",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6691/Huima%20S%c3%a1nchez%20Gladys%20Edith.pdf
186,uss,contabilidad,Implementación de un registro de control por códigos de los productos para mejorar los procesos de gestión en la empresa Fabricación de Ollas Demetal S.A.C. - Chiclayo 2015,"En la actualidad el ser competitivos es fundamental y eso implica mejorar los procesos de gestión. Aquello comprende el uso de herramientas tecnológicas, la cual proporciona y facilita la información de los productos, ...","Vallejos León, Diana Merli",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6736/Vallejos%20Le%c3%b3n%20Diana%20Merli.pdf
187,uss,contabilidad,"Planeamiento estratégico y su incidencia en la recaudación del impuesto predial en el centro de gestión tributaria de Chiclayo, 2018","La investigación tuvo como objetivo de la investigación determinar la incidencia del planeamiento estratégico en la recaudación del impuesto predial en el Centro de Gestión Tributaria de Chiclayo, 2018, desarrollando un ...","Fernández Silva, Karolay Vanessa",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6682/Fern%c3%a1ndez%20Silva%20Karolay%20Vanessa.pdf
188,uss,contabilidad,La carta fianza y su influencia en la liquidez de la empresa constructora Acclivus Contratistas Generales S.A.C. – Chiclayo 2018.,"El presente trabajo de investigación acerca de la Carta Fianza y la Liquidez de una empresa constructora, tuvo como objetivo general: Determinar la forma en que la carta fianza influye en la liquidez de la empresa ACCLIVUS ...","Ramírez Rojas, Freddy Belén",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6681/Ram%c3%adrez%20Rojas%20Freddy%20Bel%c3%a9n.pdf
189,uss,contabilidad,"Centro de costos ABC y su impacto en la toma de decisiones en la empresa Comercial Lavagna SAC, Chiclayo 2018","Las empresas comerciales cada vez se encuentran en constante crecimiento por las distintas actividades que desarrollan con el fin de lograr el adecuado crecimiento empresarial, es por eso que la empresa en la cual se ...","Chimpén Serquén, Esgar Javier",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6725/Chimp%c3%a9n%20Serqu%c3%a9n%20Esgar%20Javier.pdf
190,uss,contabilidad,La ejecución del presupuesto por resultados y su influencia en la modernización de la gestión Municipal Provincial de San Ignacio - 2017,"En el presente trabajo de la investigación se centra en estudiar la forma cómo los gobiernos locales utilizan los recursos públicos. Para ello, se propone un modelo de gestión presupuestal basado en resultados, cuyo ...","Saucedo Pastor, Edmundo",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6781/Saucedo%20Pastor%2c%20Edmundo.pdf
191,uss,contabilidad,Leasing financiero y su influencia en la rentabilidad de la empresa de Transporte Zorro del Norte E.I.R.L. del distrito José Leonardo Ortiz 2016,"La presente investigación se ha desarrollado en la empresa Transporte Zorro del Norte E.I.R.L., su actividad principal es brindar servicio de transporte, tomando como estudio de investigación dicha empresa, en la cual ...","León Morán, Elias Fernando",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6746/Le%c3%b3n%20Mor%c3%a1n%20Elias%20Fernando.pdf
192,uss,contabilidad,"Auditoria tributaria preventiva de IGV - renta para evitar contingencias tributarias en la empresa de transportes Lumar EIRL, Chiclayo, 2018","El presente trabajo de investigación tuvo como objetivo principal determinar si la Auditoria Tributaria Preventiva de IGV-Renta evitaría contingencias tributarias en la empresa de Transportes Lumar EIRL, Chiclayo, 2018. El ...","Quesquén Liza, José Mauro",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6642/Quesqu%c3%a9n%20Liza%2c%20Jos%c3%a9%20Mauro.pdf
193,uss,contabilidad,"Diseño del sistema de control interno para mejorar la rentabilidad del hostal Italia II, Chiclayo 2015","La actividad hotelera es con frecuencia muy compleja ya que supone una serie de operaciones diferentes, exigiendo a sus propietarios, la adquisición de diversos suministros de hotelería que se vienen tecnificando día a ...","Sánchez Cabrera, Emerson Michell",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6620/S%c3%a1nchez%20Cabrera%20Emerson%20Michell.pdf
194,uss,contabilidad,Sistema de costos por órdenes de producción para mejorar la rentabilidad de la empresa Fabricaciones y Servicios Guzmán SAC – Chiclayo,"Esta investigación titulada “Sistemas de costos por órdenes de producción para mejorar la rentabilidad de la empresa fabricaciones y servicios Guzmán SAC – Chiclayo”, el cual se planteó como ¿Cómo proponer un sistema de ...","Vásquez Roa, Luz Elena",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6744/V%c3%a1squez%20Roa%20Luz%20Elena.pdf
195,uss,contabilidad,"El financiamiento y su influencia en el desarrollo económico mypes de abarrotes en el “Mercado Az” distrito - la Victoria- Chiclayo, 2018",La presente investigación presentó como objetivo general: Determinar la relación existente entre el financiamiento y el desarrollo económico de las Micro y pequeñas empresas de abarrotes en el Mercado AZ del distrito de ...,"Huima Sánchez, Gladys Edith",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6691/Huima%20S%c3%a1nchez%20Gladys%20Edith.pdf
196,uss,contabilidad,Implementación de un registro de control por códigos de los productos para mejorar los procesos de gestión en la empresa Fabricación de Ollas Demetal S.A.C. - Chiclayo 2015,"En la actualidad el ser competitivos es fundamental y eso implica mejorar los procesos de gestión. Aquello comprende el uso de herramientas tecnológicas, la cual proporciona y facilita la información de los productos, ...","Vallejos León, Diana Merli",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6736/Vallejos%20Le%c3%b3n%20Diana%20Merli.pdf
197,uss,contabilidad,"Planeamiento estratégico y su incidencia en la recaudación del impuesto predial en el centro de gestión tributaria de Chiclayo, 2018","La investigación tuvo como objetivo de la investigación determinar la incidencia del planeamiento estratégico en la recaudación del impuesto predial en el Centro de Gestión Tributaria de Chiclayo, 2018, desarrollando un ...","Fernández Silva, Karolay Vanessa",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6682/Fern%c3%a1ndez%20Silva%20Karolay%20Vanessa.pdf
198,uss,contabilidad,La carta fianza y su influencia en la liquidez de la empresa constructora Acclivus Contratistas Generales S.A.C. – Chiclayo 2018.,"El presente trabajo de investigación acerca de la Carta Fianza y la Liquidez de una empresa constructora, tuvo como objetivo general: Determinar la forma en que la carta fianza influye en la liquidez de la empresa ACCLIVUS ...","Ramírez Rojas, Freddy Belén",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6681/Ram%c3%adrez%20Rojas%20Freddy%20Bel%c3%a9n.pdf
199,uss,contabilidad,"Centro de costos ABC y su impacto en la toma de decisiones en la empresa Comercial Lavagna SAC, Chiclayo 2018","Las empresas comerciales cada vez se encuentran en constante crecimiento por las distintas actividades que desarrollan con el fin de lograr el adecuado crecimiento empresarial, es por eso que la empresa en la cual se ...","Chimpén Serquén, Esgar Javier",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6725/Chimp%c3%a9n%20Serqu%c3%a9n%20Esgar%20Javier.pdf
200,uss,contabilidad,La ejecución del presupuesto por resultados y su influencia en la modernización de la gestión Municipal Provincial de San Ignacio - 2017,"En el presente trabajo de la investigación se centra en estudiar la forma cómo los gobiernos locales utilizan los recursos públicos. Para ello, se propone un modelo de gestión presupuestal basado en resultados, cuyo ...","Saucedo Pastor, Edmundo",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6781/Saucedo%20Pastor%2c%20Edmundo.pdf
201,uss,contabilidad,Leasing financiero y su influencia en la rentabilidad de la empresa de Transporte Zorro del Norte E.I.R.L. del distrito José Leonardo Ortiz 2016,"La presente investigación se ha desarrollado en la empresa Transporte Zorro del Norte E.I.R.L., su actividad principal es brindar servicio de transporte, tomando como estudio de investigación dicha empresa, en la cual ...","León Morán, Elias Fernando",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6746/Le%c3%b3n%20Mor%c3%a1n%20Elias%20Fernando.pdf
202,uss,contabilidad,"Estrategias de cobranza para reducir la morosidad de los clientes de la empresa Comercial Frionorte E.I.R.L, Chiclayo 2019",El producto de la investigación fundamenta el objetivo principal en “presentar habilidades de recaudación para disminuir la espera de deuda pendiente en la empresa Frio Norte E.I.R.L”. El diseño de investigación es “No ...,"Cavero Rueda, Jorge",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6748/Cavero%20Rueda%2c%20Jorge.pdf
203,uss,contabilidad,"Proponer un sistema de costos ABC para mejorar la liquidez en la empresa constructora Arcaes S.A.C., Chiclayo, 2018","La empresa Constructora Arcaes S.A.C., ha venido afrontando una serie de inconvenientes por la falta de liquidez que ha tenido en muchas oportunidades y que no le he permitido cumplir a cabalidad sus planes constructivos ...","Galán Llonto, José Elvis",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6752/Gal%c3%a1n%20Llonto%20Jos%c3%a9%20Elvis.pdf
204,uss,contabilidad,"Planeamiento tributario para evitar contingencias tributarias en la empresa Vimalca EIRL, Chiclayo, 2018",El presente estudio se ha realizado con el propósito de que la propuesta en la cual consiste en aplicar un “PLANEAMIENTO TRIBUTARIA PARA EVITAR LAS CONTINGENCIAS EN LA EMPRESA VIMALCA E.I.R.L”; sea de gran ayuda en el ...,"Effio Huamanchumo, Grabiela Marisella",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6757/Effio%20Huamanchumo%20Grabiela%20Marisella.pdf
205,uss,contabilidad,Capacitación tributaria para incrementar la formalización de los comerciantes del sector abarrotes del mercado Moshoqueque- 2018.,"La experiencia y los antecedentes de la tributación en nuestra región, especialmente en la ciudad de Chiclayo, nos muestran que se debe privilegiar una adecuada cultura tributaria, y esto parte por fortalecer en primer ...","Casimiro Arana, Fiorella Stefany; Olivares Espinoza, Olivares Espinoza",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6690/Casimiro%20Arana%20Fiorella%20%26%20Olivares%20Espinoza%20Analy.pdf
206,uss,contabilidad,Implementación de un sistema de control interno para mejorar la gestión financiera en la ferretería Leydi-distrito de Santa Rosa,El objetivo de la presente estudio investigativo es implementar un Sistema de Control Interno para mejorar la Gestión Financiera en la Ferretería Leydi del Distrito de Santa Rosa. La metodología empleada fue de tipo ...,"Huamanchumo Chanduy, Jian Harvey",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6660/Huamanchumo%20Chanduy%20Jian%20Harvey.pdf
207,uss,contabilidad,Evaluación del programa de vaso de leche para optimizar los procesos de gestión – Municipalidad Provincial de San Ignacio – 2017,La presente investigación tuvo como objetivo general determinar el nivel que contribuye la evaluación del Programa de Vaso de Leche para optimizar los Procesos de Gestión – Municipalidad Provincial de San Ignacio – 2017; ...,"Neira Alberca, Wilfredo",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6782/Neira%20Alberca%2c%20Wilfredo.pdf
208,uss,contabilidad,"Relación entre planificación estratégica y la gestión financiera de la empresa negocios y representaciones R&N E.I.R.L, Chiclayo 2018","La presente investigación tuvo como objetivo: Determinar la relación que existe entre la planificación estratégica y la gestión financiera de la empresa Negocios y Representaciones R&N E.I.R.L, Chiclayo 2018; debido a ...","Villar Búquez, Karolina",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6810/Villar%20B%c3%baquez%20Karolina.pdf
209,uss,contabilidad,"Leaseback como medio de financiamiento para mejorar la capacidad instalada de la empresa Unipersonal Guerrero Meoño Juan Eduardo, Chiclayo, 2018","La presente investigación tuvo como objetivo general Determinar en qué medida el financiamiento mediante Leaseback mejorará la capacidad instalada de la empresa Unipersonal Guerrero Meoño Juan Eduardo, Chiclayo, 2018. El ...","Suarez Gasco, Antonella Soledad",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7247/Suarez%20Gasco%2c%20Antonella%20Soledad.pdf
210,uss,contabilidad,"Cultura financiera y su influencia en la liquidez de la empresa Frionorte E.I.R.L, Chiclayo 2018","El presente trabajo de investigación tiene como objetivo principal determinar la influencia de la cultura financiera en la liquidez de la empresa Frionorte E.I.R.L, Chiclayo 2018. Considerando el desarrollo de la ...","Rivera Castillo, Paty Yanet",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6816/Rivera%20Castillo%20Paty%20Yanet.pdf
211,uss,contabilidad,"Estrategias de cobranzas y la influencia en la liquidez de la institución educativa girasoles school en el distrito de Jose Leonardo Ortiz, en el año 2017","El presente estudio titulado: Estrategias de Cobranzas y la influencia en la Liquidez de la institución Educativa Girasoles School en el Distrito De José Leonardo Ortiz, en el Año 2017, consignó como objeto de estudio, ...","Herrera Vásquez, Tania Julisa",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6839/Herrera%20V%c3%a1squez%20Tania%20Julisa.pdf
212,uss,contabilidad,"Análisis de la reforma tributaria peruana e incidencia en los estados financieros de la empresa Turismo Señor de la Humildad SRL, Chiclayo, periodo 2017","La tesis denominada, análisis de la reforma tributaria peruana e incidencia en los estados financieros de la empresa turismo señor de la humildad SRL, Chiclayo, periodo 2017; cuyo objetivo general es determinar la ...","Tineo Crisanto, Daniel",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6940/Tineo%20Crisanto%2c%20Daniel.pdf
213,uss,contabilidad,"Propuesta de un sistema de costos ABC para mejorar la rentabilidad de la empresa Inversiones Trilama S.A.C., Chiclayo, 2018","El presente informe de investigación que lleva como título “Propuesta de un Sistema de Costos ABC para mejorar la Rentabilidad de la empresa Inversiones Trilama S.A.C., Chiclayo, 2018”, presentó como objetivo general ...","Zulueta Collantes, Yóssely Margoth",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/6971/Zulueta%20Collantes%2c%20Y%c3%b3ssely%20Margoth.pdf
214,uss,contabilidad,"Responsabilidad del contador público en el cumplimiento de las obligaciones tributarias en Chiclayo, 2018","La presente Tesis “Responsabilidad del Contador Público en el Cumplimiento de las Obligaciones Tributarias en Chiclayo, 2018” tuvo como propósito identificar la relación entre la responsabilidad del profesional contable ...","Calixto Rios, Gloria Eleuteria; Campos Huamán, María Elena",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7389/Calixto%20Rios%20Gloria%20%26%20Campos%20Huam%c3%a1n%20Mar%c3%ada.pdf
215,uss,contabilidad,"Implementación del sistema de control interno para incrementar la rentabilidad de la empresa Motor’s House North Company S.R.L, Jaén-2018","El proceso de investigación apuntaló al logro del objetivo: Determinar la incidencia del sistema de control interno en la rentabilidad de la empresa Motor´s House North Company S.R.L., se recogió información de una muestra ...","Vela Terrones, Adisvel Rosita",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7396/Vela%20Terrones%20Adisvel%20Rosita.pdf
216,uss,contabilidad,Implementación del sistema de control interno y su incidencia en la rentabilidad de la empresa Corporación Construmart EIRL. Jaén – 2018,"Esta tesis que presento tuvo el propósito demostrar que con la implementación del sistema de control interno mejora significativamente la rentabilidad de la Empresa Corporación CONSTRUMART, Jaén – 2018. La tesis fue de ...","Rojas Cieza, Sonia Yudit",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7395/Rojas%20Cieza%20Sonia%20Yudit.pdf
217,uss,contabilidad,Sistema de costos por órdenes de trabajo para mejorar la productividad en la empresa Biopharvet S.A.C.,La razón principal del presente informe de investigación es la de demostrar la efectividad del sistema de costos por órdenes de trabajo en la mejora de la productividad. Para ello se aplicó el uso de instrumentos de ...,"Burga Del Castillo, Wendy Milagros Elizabeth",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7407/Burga%20Del%20Castillo%2c%20Wendy%20Milagros%20Elizabeth.pdf
218,uss,contabilidad,Sistema de control interno de inventarios para la mejora de rentabilidad de la empresa Comercial Distribuciones Baique E.I.R.L. – 2019,"El presente trabajo de investigación denominado sistema de control interno de inventarios para la mejora de rentabilidad de la empresa comercial Distribuciones Baique E.I.R.L. – 2019, tuvo como objetivo general establecer ...","García Amari, Jenny Edith",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7417/Garc%c3%ada%20Amari%2c%20Jenny%20Edith.pdf
219,uss,contabilidad,El decreto legislativo N° 1270 y su influencia en la formalización de las mype del Mercado Central de Chiclayo 2018,El objetivo de la investigación fue determinar de qué manera el D.L N°1270 influyo en la formalización de las MYPE del mercado central de Chiclayo en el periodo 2018. el estudio tuvo un tipo de investigación es descriptivo ...,"Acosta Chancafe, Kelvin Josué",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7437/Acosta%20Chancafe%20Kelvin%20Josu%c3%a9.pdf
220,uss,contabilidad,Control de inventario y su incidencia en la rentabilidad de la empresa Fenor SAC-2018,"Para el presente trabajo de investigación, se consideró como objetivo general determinar la incidencia del Control de inventario en la rentabilidad de la empresa Fenor SAC- 2018., esta investigación aplicada fue de nivel ...","Monteza Rafael, Nancy",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7413/Monteza%20Rafael%20Nancy.pdf
221,uss,contabilidad,Estrategias de cobranza y su efecto en morosidad en comercial Nuevo Amanecer –2019,"La presente tesis, tuvo como objetivo Determinar el efecto de las estrategias de cobranza en morosidad en comercial nuevo amanecer – 2019., investigación aplicada de nivel descriptivo de diseño no experimental transversal, ...","Segura Acuña, Mary Leyni",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7414/Segura%20Acu%c3%b1a%20Mary%20Leyni.pdf
222,uss,contabilidad,"Plan Tributario para mejorar la recaudación tributaria en la Municipalidad Distrital de Motupe, 2019","La presente investigación titulada PLAN TRIBUTARIO PARA MEJORAR LA RECAUDACIÓN TRIBUTARIA EN LA MUNICIPALIDAD DISTRITAL DE MOTUPE, 2019 plantea como objetivo general Proponer un plan tributario para mejorar la recaudación ...","Gastulo Castro, Marco Gustavo",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7451/Gastulo%20Castro%20Marco%20Gustavo.pdf
223,uss,contabilidad,Gestión logística y su efecto con la rentabilidad en la hacienda el Potrero SAC. – 2018,"La presente tesis, tuvo como objetivo determinar el efecto de la gestión logística en la rentabilidad de la Hacienda El Potrero SAC. – 2018, la investigación fue aplicada de tipo descriptiva, con enfoque cuantitativo, ...","Ramírez Vílchez, Julio César",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7412/Ram%c3%adrez%20V%c3%adlchez%2c%20Julio%20C%c3%a9sar.pdf
224,uss,contabilidad,"Nic 2 en la disminución de costos de adquisición en la empresa distribuciones Aliso S.R.L. Tuman, Chiclayo, 2019",La presente investigación que realice tiene el equitativo en los costos que estuvo incurriendo la empresa desde el momento de sus compras importadas y compras nacionales el impacto que estuvo generando al momento de su ...,"De la Cruz De la Cruz, Alicia Matilde; Vásquez Alarcón, Flor Marleny",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7406/De%20la%20Cruz%20De%20la%20Cruz%20Alicia%20%26%20V%c3%a1squez%20Alarc%c3%b3n%20Flor.pdf
225,uss,contabilidad,"Estrategias de gestión financiera para mejorar la liquidez de la empresa Corporación Universitaria de la Costa S.A.C., Chiclayo 2019","La presente estudio de investigación tuvo como objetivo principal elaborar estrategias de gestión financiera para mejorar la liquidez de la empresa Corporación Universitaria de la Costa S.A.C., 2018, por ello, se aplicó ...","Sánchez Montalvo, Daniel; Guevara Zavaleta, Miriam Yubel",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7402/S%c3%a1nchez%20Montalvo%20Daniel%20%26%20Guevara%20Zavaleta%20Miriam.pdf
226,uss,contabilidad,La cultura tributaria y su relación en las obligaciones tributarias de las empresas mypes en la ciudad de Jaen-2019,"La presente investigación, tiene como objetivo determinar la relación de la cultura tributaria en las obligaciones tributarias de las pequeñas y medianas empresas en la ciudad de Jaén. Según el desarrollo de la investigación, ...","Yovera Izquierdo, Ericsson Alain",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7415/Yovera%20Izquierdo%20Ericsson%20Alain.pdf
227,uss,contabilidad,Optimización de la gestión contable para la eficiente gestión del área de Tesorería de la Ugel - Chota – 2018,"Esta obra denominada “Optimización De la Gestión Contable para la Eficiente Gestión del Área de Tesorería de la UGEL - Chota – 2018”, en el que se planteo como objetivo determinar la incidencia de la optimización de la ...","Rojas Tarrillo, Marivel",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7241/Rojas%20Tarrillo%20Marivel.pdf
228,uss,contabilidad,Fuentes de financiamiento para la adquisición de activo fijo tangible en el grifo Santa Julia SAC Chiclayo,"Debido al incremento de mercado y a la exigencia que impone el mismo el grifo Santa Julia SAC desea adquirir una cisterna de combustible, pero el problema surge cuando no se cuenta con el conocimiento suficiente sobre ...","Orozco Aguilar, Ivan Kevin",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7353/Orozco%20Aguilar%20Ivan%20Kevin.pdf
229,uss,contabilidad,Los libros electrónicos y su incidencia en la rentabilidad de la empresa Agroquimvet J&C SCRL-2018,"La presente investigación tiene como objetivo determinar la incidencia de los libros electrónicos en la rentabilidad de la empresa Agroquimvet J&C SCRL-2018, por lo que se realizó una investigación de tipo descriptiva ...","Ruíz Vásquez, Brayan Jhordan",2020,https://repositorio.uss.edu.pe/bitstream/handle/20.500.12802/7347/Ru%c3%adz%20V%c3%a1squez%20Brayan%20Jhordan.pdf
